的,dik7
骸,hoi4
鯉,lei5
兢,ging1
刨,paau4
吁,hoey1
吁,jy6
宛,jyn2
宛,jyn1
岳,ngok9
揹,bui3
柯,o1
淀,din6
澀,saap8
澀,sap7
澀,gip8
澀,sik7
焉,jin1
焉,jin4
瑚,wu4
瞥,pit8
碾,nin5
穌,sou1
蔗,dze3
謎,mai4
謎,mai6
譴,hin2
鉅,goey6
仲,dzung6
倖,hang6
匾,bin2
卿,hing1
哺,bou6
坯,pui1
妒,dou3
婿,sai3
庶,sy3
怡,ji4
悼,dou6
抉,kyt8
撇,pit8
檐,jim4
檐,sim4
檐,jam4
溺,nik9
溺,niu6
溺,nik7
炯,gwing2
緞,dyn6
腥,sing1
腥,seng1
茸,jung4
茸,jung5
証,dzing3
詫,tsa3
諱,wai5
僥,hiu1
僥,jiu4
刃,jan6
孜,dzi1
嶇,koey1
怠,toi5
怠,doi6
悴,soey6
憔,tsiu4
攘,joeng4
攘,joeng5
曳,jai6
楞,ling4
狸,lei4
甄,jan1
甄,dzan1
甭,bang2
甭,bat7
祀,dzi6
粱,loeng4
粵,jyt9
繽,ban1
肋,lak9
肋,laak9
跛,bo2
跛,bei3
跛,bai1
逾,jy4
逾,jy6
頷,ham5
馱,to4
馱,do6
魁,fui1
鵲,tsoek8
鵲,dzoek8
咚,dung1
咪,mei1
咪,miu1
咪,mai1
咪,mai5
唰,tsaat8
孵,fu1
巒,lyn4
摟,lau5
摟,lau4
摟,lau1
涌,tsung1
涌,jung2
涌,jung5
瀉,se3
烙,lok8
穆,muk9
肘,dzau2
肘,dzaau2
蔚,wai3
蔚,wat7
蛾,ngo4
蛾,ngai5
釆,bin6
餌,nei6
黯,am2
倔,gwat9
呸,pei1
啾,dzau1
擒,kam4
杏,hang6
橄,gaam3
橄,gam2
欖,laam5
欖,laam2
殉,soen1
殉,soen6
毆,au2
氈,dzin1
瀑,buk9
瀰,nei4
瀰,mei4
烽,fung1
瞅,tsau2
窪,wa1
篆,syn6
腮,soi1
詣,ngai6
鐮,lim4
馮,fung4
馮,pang4
兀,ngat9
喬,kiu4
壼,kwan2
崙,loen4
敝,bai6
汝,jy5
涕,tai3
溯,sou3
潘,pun1
瀕,pan4
瀕,ban1
瑙,nou5
睹,dou2
瞼,gim2
窘,kwan3
籬,lei4
緝,tsap7
胺,on1
胺,aat8
蘊,wan2
蘊,wan5
踼,tong4
踼,dong6
鄧,dang6
馴,soen4
馴,tsoen4
齋,dzaai1
伶,ling4
傭,jung4
凶,hung1
勘,ham1
勘,ham3
惘,mong5
揩,haai1
撩,liu1
撩,liu4
撩,liu6
斟,dzam1
氓,man4
氓,mang4
沽,gu1
瀝,lik9
瀝,lik7
癖,pik7
禾,wo4
窿,lung4
窿,lung1
簸,bo3
簸,bo2
苛,ho1
蕃,faan4
蕃,faan1
褶,dzip8
褶,dzaap9
褶,dip9
詭,gwai2
踞,goey3
踴,jung2
鈷,gu2
鈷,gu1
鵰,diu1
冉,jim5
勛,fan1
咯,gaak8
咯,lok8
塢,wu2
塢,ou3
寢,tsam2
怔,dzing1
惦,dim3
欸,aai2
欸,ei6
欸,oi1
瑩,jing4
痴,tsi1
癟,bit9
磺,wong4
祂,ta1
箕,gei1
簌,tsuk7
絃,jin4
胰,ji4
蕾,loey4
蕾,loey5
鍍,dou6
鏘,tsoeng1
佐,dzo3
偎,wui1
剔,tik7
啄,doek8
嘟,dou1
惕,tik7
憫,man5
攬,laam5
攬,laam2
櫥,tsy4
櫥,tsoey4
狽,bui3
琢,doek8
癱,taan1
癱,taan2
眺,tiu3
筵,jin4
聆,ling4
脯,pou2
脯,fu2
脯,pou4
茁,dzyt8
蘸,dzaam3
蜒,jin4
躇,tsy4
躇,tsy1
躊,tsau4
迸,bing3
迸,bing2
銘,ming4
靶,ba2
靶,ba3
骯,ong1
偕,gaai1
卦,gwa3
吠,fai6
哮,haau1
嗆,tsoeng1
嗆,tsoeng3
峭,tsiu3
帛,baak9
恍,fong2
捎,saau1
昭,tsiu1
昭,dziu1
柬,gaan2
榻,taap8
檀,taan4
檬,mung1
檬,mung4
檸,ning4
檸,ling4
炬,goey6
燼,dzoen6
燼,dzoen2
癒,jy6
砝,faat8
膿,nung4
茄,ke4
茄,ke2
茄,ga1
蜓,ting4
蜿,jyn1
蜿,jyn2
蜻,tsing1
詔,dziu3
豺,tsaai4
貽,ji4
酮,tung4
陝,sim2
霍,fok8
馨,hing1
鱷,ngok9
俠,hap9
俠,haap9
啻,tsi3
墮,do6
墮,fai1
憎,dzang1
抨,ping1
抨,ping4
棠,tong4
棗,dzou2
淆,ngaau4
湃,paai3
湃,baai3
熏,fan1
犀,sai1
疇,tsau4
稜,ling4
窺,kwai1
笆,ba1
簷,jim4
簷,sim4
簷,jam4
絆,bun6
綵,tsoi2
繹,jik9
荊,ging1
虔,kin4
諭,jy6
豌,wun1
豌,wun2
賬,dzoeng3
賸,sing6
雁,ngaan6
亥,hoi6
匿,nik7
吭,haang1
吭,hong4
咆,paau4
呱,gwa1
呱,gu1
嚥,jin3
坎,ham2
坎,ham3
坎,ham1
妃,fei1
婪,laam4
彭,paang4
扼,ak7
扼,aak7
拙,dzyt8
拙,dzyt9
揣,tsoey2
揣,tsyn2
杉,tsaam3
橢,to5
橢,to2
沐,muk9
濘,ning6
瀟,siu1
瀘,lou4
琉,lau4
砰,ping1
砰,ping4
砰,paang1
竇,dau6
竇,dau3
蕪,mou4
蚩,tsi1
蜀,suk9
譚,taam4
豔,jim6
餉,hoeng2
驛,jik9
鮑,baau1
鮑,baau6
佃,din6
佃,tin4
俸,fung2
俸,fung6
咁,gam2
咁,gam3
嘀,dik9
嘀,dik7
坪,ping4
垛,do2
孽,jip9
孽,jit9
徙,saai2
怦,ping1
擂,loey4
晾,long6
毋,mou4
淌,tong2
滄,tsong1
瀚,hon6
炫,jyn6
炫,jyn4
瑟,sat7
眷,gyn3
篩,sai1
紊,man6
紊,loen6
苞,baau1
諄,dzoen1
諄,doen1
諮,dzi1
迂,jy1
迂,jy4
錠,ding3
錠,ding2
錠,ding6
雛,tso4
雛,tso1
駒,koey1
俟,dzi6
俟,kei4
叩,kau3
呂,loey5
囂,hiu1
壹,jat7
娥,ngo4
嬉,hei1
庇,bei3
挎,kwa3
挎,fu1
捻,nim2
捻,nip9
捻,nin2
泵,bam1
涵,haam4
瀋,sam2
牡,maau5
獰,ning4
瘤,lau4
矗,tsuk7
穢,wai3
繭,gaan2
繭,gin2
菇,gu1
詠,wing6
諫,gaan3
贖,suk9
遏,aat8
遏,kit8
酋,jau4
鈾,jau4
鈾,jau2
隘,aai3
鴿,gap8
鴿,gaap8
黴,mei4
儼,jim5
几,gei2
几,gei1
劌,gwai3
勺,tsoek8
勺,soek8
勺,dzoek8
咋,dza3
咋,dza1
咋,dzaak8
喔,ak7
喔,o1
嘖,dzaak8
嘖,dzik7
嘈,tsou4
噹,dong1
奎,fui1
奎,kwai1
孢,baau1
恬,tim4
恬,tim5
惴,dzoey3
惴,tsyn2
憋,bit8
揍,dzau3
揍,tsau3
枷,ga1
栗,loet9
汲,kap7
湘,soeng1
澗,gaan3
痰,taam4
眩,jyn6
瞌,hap9
瞌,hap7
絞,gaau2
苔,toi4
苔,toi1
蛀,dzy3
鈞,gwan1
鈞,kwan1
雍,jung1
雍,jung3
顎,ngok9
餒,noey5
饞,tsaam4
鴃,kyt8
丞,sing4
丞,tsing2
冕,min5
嚓,tsaat8
悍,hon6
悍,hon5
悵,tsoeng3
悵,dzoeng3
搔,sou1
攢,dzaan2
攢,tsyn4
桅,wai4
桅,ngai4
椰,je4
淮,waai4
猖,tsoeng1
疙,ngat9
疙,gat9
疙,gat7
綽,tsoek8
芯,sam1
褔,fu3
魅,mei6
魅,mui6
嘰,gei1
噬,sai6
峙,tsi5
峙,si6
彬,ban1
懦,no6
揄,jy4
撬,giu6
撬,hiu3
栩,hoey2
桀,git9
梧,ng4
浦,pou2
淳,soen4
溴,tsau3
瘩,daap8
磋,tso1
緘,gaam1
緘,dzin1
纜,laam6
茵,jan1
萎,wai2
萎,wai1
蚜,nga4
蜥,sik7
跺,do2
迭,dit9
駭,haai5
俐,lei6
凰,wong4
咂,sap7
咂,dzaap8
唧,dzik7
唧,dzek7
哽,gang2
唄,baai6
喀,ka3
喀,haak7
圳,dzan3
嫉,dzat9
屎,si2
屎,hei1
帚,dzau2
惋,jyn2
惋,wun2
捂,wu2
捂,ng6
斐,fei2
晦,fui3
梆,bong1
椒,dziu1
槐,waai4
樵,tsiu4
檻,laam6
檻,haam5
熨,wan6
熨,wat7
狩,sau3
狩,sau2
猾,waat9
疚,gau3
硅,gwai1
祠,tsi4
窖,gaau3
絢,hyn3
謁,jit8
踝,wa5
錮,gu3
隅,jy4
霹,pik7
韁,goeng1
鶉,soen4
鶉,tsoen1
鵪,am1
冗,jung2
刪,saan1
匣,haap9
哉,dzoi1
喁,jung4
喁,jy4
噗,pok8
奄,jim1
奄,jim2
妓,gei6
姥,lou5
姥,mou5
崛,gwat9
恃,tsi5
恃,si5
憬,ging2
憊,baai6
憊,bei6
戎,jung4
捍,hon6
捍,hon2
捍,hon5
棘,gik7
氟,fat7
漓,lei4
烷,jyn4
烷,jyn2
狡,gaau2
痼,gu3
綏,soey1
綬,sau6
縐,dzau3
翡,fei2
翡,fei6
耙,pa4
蝠,fuk7
蝙,bin1
蝙,pin1
褪,tan3
褪,toey3
賃,jam6
錳,maang5
鎢,wu1
鯽,dzik7
俏,tsiu3
傀,faai3
傀,gwai1
儡,loey5
喳,dza1
喳,tsa1
姦,gaan1
媾,gau3
峨,ngo4
嶽,ngok9
巔,din1
彪,biu1
悸,gwai3
悸,gwai6
挪,no4
捶,tsoey4
桐,tung4
榆,jy4
濛,mung4
甬,jung2
矢,tsi2
簫,siu1
耿,gang2
肛,gong1
舔,tim2
舷,jin4
莢,gaap8
蒲,pou4
蒜,syn3
藕,ngau5
衍,jin5
衍,hin2
衍,jin2
裔,joey6
賄,kui2
賄,fui2
蹂,jau4
蹂,jau5
躪,loen6
陛,bai6
雹,bok9
靂,lik9
靂,lik7
靡,mei4
靡,mei5
飪,jam6
飪,jam5
鳧,fu4
伎,gei6
凋,diu1
嗒,taap8
嗒,daap8
嗒,daap7
嘧,mat9
堰,jin2
憧,tsung1
揖,jap7
殃,joeng1
汛,soen3
沌,doen6
沌,tsyn5
淞,sung1
炙,dzek8
炙,dzik8
煥,wun6
熹,hei1
痊,tsyn4
癥,dzing1
盹,doen6
睫,dzit9
硌,gok8
硌,lok9
硌,lok8
硯,jin6
禧,hei1
舀,jiu5
蜴,jik9
褸,loey5
褸,lau1
褸,lau5
襤,laam4
誅,dzy1
賑,dzan3
蹋,daap9
銻,tai1
鐺,tsang1
鐺,dong1
隕,wan5
颼,sau1
鵬,paang4
乍,dza3
咎,gau3
咎,gou1
唬,fu2
垣,wun4
垢,gau3
妝,dzong1
妾,tsip8
姪,dzat9
娼,tsoeng1
崽,dzoi2
弗,fat7
徇,soen1
徇,soen6
戮,luk9
戳,tsoek8
斕,laan4
烯,hei1
疋,pat7
疋,nga5
疋,so1
痺,bei3
竽,jy4
筍,soen2
糶,tiu3
綻,dzaan6
臀,tyn4
蓉,jung4
誡,gaai3
誨,fui3
輟,dzyt8
輟,dzyt9
酣,ham4
酯,dzi2
鍬,tsiu1
隴,lung5
饉,gan2
饉,gan6
駿,dzoen3
鬃,dzung1
佬,lou5
佬,lou2
倭,wo1
倭,wai1
叼,diu1
噩,ngok9
寥,liu4
慄,loet9
拄,dzy2
抿,man5
攛,tsyn3
櫻,jing1
湍,toen1
湍,tsyn2
瓢,piu4
瘓,wun6
瘠,dzik8
瘠,dzek8
癈,fai3
禎,dzing1
籮,lo4
蕊,joey5
蕊,joey6
薛,sit8
薰,fan1
踉,long4
踉,loeng4
踉,loeng6
蹌,tsoeng1
蹭,sang3
蹭,tsang3
遽,goey6
釁,jan6
釁,jan3
鎳,nip9
鎳,nip7
鎚,tsoey4
陞,sing1
頇,hon1
頇,hon4
餡,haam2
餡,haam6
鵠,huk9
鵠,guk7
齣,tsoet7
伕,fu1
僭,dzim3
僭,tsim3
匡,hong1
呃,aak7
呃,ak7
吮,syn5
噯,oi2
囡,naam4
坳,aau3
壑,kok8
嫦,soeng4
岨,dzoey1
岨,dzoey2
惚,fat7
拗,aau3
拗,aau2
拎,ling1
掣,dzai3
掣,tsit8
搪,tong4
撅,kyt8
朴,pok8
朴,piu4
柑,gam1
柑,kim4
柜,gwai6
柜,goey2
桓,wun4
梵,faan6
梵,faan4
棧,dzaan6
棧,dzaan2
棱,ling4
椏,a1
槌,tsoey4
樺,wa4
樺,wa6
滓,dzi2
漬,dzi3
澹,daam6
澹,taam4
猙,dzang1
猙,dzaang1
瞰,ham3
稈,gon2
筲,saau1
籽,dzi2
纍,loey4
纍,loey5
纍,loey6
荀,soen1
菠,bo1
蛹,jung2
詛,dzo3
詛,dzo2
贅,dzoey6
贅,dzoey3
閩,man5
閩,man4
韃,taat8
馭,jy6
驤,soeng1
鯀,gwan2
鯀,kwan2
冽,lit9
嚶,ang1
嚶,jing1
圃,pou2
圃,bou2
姬,gei1
巖,ngaam4
惆,tsau4
扈,wu6
摒,bing3
摒,bing2
撂,loek9
朕,dzam6
梓,dzi2
沮,dzoey2
沮,dzoey1
沮,dzoey3
淦,gam3
淦,gaam3
熠,jap7
燿,jiu6
畸,gei1
畸,kei1
痲,ma4
瘍,joeng4
皓,hou6
皓,gou2
皚,ngoi4
皚,ngoi2
皚,ji4
睦,muk9
秉,bing2
穹,kung4
窠,fo1
窠,wo1
篙,gou1
粟,suk7
糠,hong1
紇,gat7
紇,hat9
纓,jing1
翟,dik9
翟,dzaak9
翩,pin1
耘,wan4
膺,jing1
臼,kau3
臼,kau5
葷,fan1
蛤,ha4
蛤,gap8
蝟,wai6
蟆,ma4
蟄,dzat9
蟄,dzik9
蠍,hit8
蠍,kit8
襄,soeng1
讎,tsau4
讎,sau4
輥,gwan2
輥,kwan2
鍘,dzaap9
鍘,dzaat8
鎗,tsoeng1
鑷,nip9
鞍,on1
顢,mun4
顢,mun1
鯊,sa1
鰻,maan4
鰻,maan6
丏,min5
侄,dzat9
唷,jo1
嗐,haai6
嘎,ga1
嘎,ga2
嘎,ga4
嘮,lou4
嘹,liu4
嚏,tai3
嚏,dai3
囔,nong4
圩,wai4
圩,hoey1
嬪,pan4
嬪,ban3
寰,waan4
峒,tung4
峒,dung6
嵐,laam4
徨,wong4
忿,fan5
忿,fan6
撣,daan6
撣,sin6
攆,lin5
斂,lim5
櫓,lou5
浞,dzok9
浞,dzuk7
煦,hoey2
煦,hoey3
煦,jy2
煦,jy3
煽,sin3
牘,duk9
牟,mau4
琪,kei4
瑜,jy4
祟,soey6
笠,lap7
緋,fei1
縑,gim1
羔,gou1
翱,ngou4
翱,ngou6
聶,nip9
芥,gaai3
蚪,dau2
蛆,tsoey1
蛆,dzoey1
蝌,fo1
蟈,gwok8
蠔,hou4
訕,saan3
跚,saan1
蹣,pun4
蹣,mun4
軛,aak7
迦,ga1
邃,soey6
邃,soey3
鏗,hang1
餃,gaau2
鬢,ban3
鸝,lei4
匕,bei2
匕,bei6
吝,loen6
喏,je5
嗩,so2
婢,pei5
宕,dong6
岌,kap7
岌,gap9
岌,ngap9
幌,fong2
庵,am1
彤,tung4
恣,dzi3
恣,dzi1
恣,tsi3
恣,tsi1
慫,sung2
憚,daan6
拽,jai6
掐,haap8
掰,baai1
掰,maak8
擷,kit8
擷,git8
旭,juk7
暨,kei3
柿,tsi5
柿,tsi2
楝,lin6
湄,mei4
燬,wai2
獗,kyt8
琵,pei4
琶,pa4
瑤,jiu4
甕,ung3
痘,dau6
瘧,joek9
皖,wun5
盧,lou4
碉,diu1
筏,fat9
箍,fu1
箍,ku1
縈,jing4
胯,kwa3
胯,kwa1
胯,fu3
臊,sou1
臊,sou3
芋,wu6
茬,tsa4
莠,jau5
萍,ping4
蒐,sau1
薇,mei4
蘚,sin2
蛟,gaau1
蛔,wui4
螟,ming4
褥,juk9
謗,pong3
謗,bong3
赦,se3
踵,dzung2
踵,dung2
遐,ha4
錚,dzaang1
錚,dzang1
錚,tsaang1
陀,to4
亨,hang1
亨,hoeng2
亨,paang1
仆,buk9
仆,fu6
仆,puk7
吒,dza1
吒,dza3
喋,dip9
噤,gam3
嚀,ning4
埂,gang2
塾,suk9
峪,juk9
峪,jy6
弘,wang4
彙,wai6
彙,wui6
恿,jung2
憨,ham1
戈,gwo1
戾,loey6
拷,haau1
拷,haau2
捱,ngaai4
捺,naat9
搥,tsoey4
栓,saan1
湛,dzaam3
湛,tsam4
湛,daam1
燧,soey6
畿,gei1
睬,tsoi2
瞟,piu5
磊,loey5
礬,faan4
綑,kwan2
繚,liu4
羚,ling4
羹,gang1
翎,ling4
耷,daap8
耷,dap7
脛,ging3
脛,hing5
腑,fu2
舛,tsyn2
苯,bun2
藐,miu5
藐,mok9
蛻,toey3
蛻,soey3
訃,fu6
諺,jin6
蹙,tsuk7
蹙,dzuk7
邑,jap7
郁,juk7
郁,wat7
酪,lok8
酪,lou6
酪,lok9
釦,kau3
鉋,paau4
銬,kaau3
銬,kau3
鏤,lau6
閭,loey4
閭,loey5
阱,dzing6
霄,siu1
霓,ngai4
靖,dzing6
驀,mak9
髻,gai3
鹵,lou5
黍,sy2
么,mo1
么,jiu1
兮,hai4
冼,sin2
刁,diu1
啜,dzyt8
啜,tsyt8
嘜,mak7
噘,kyt8
噠,daat9
囌,sou1
巳,dzi6
恁,jam6
戊,mou6
拈,nim1
拈,nin2
捋,lyt8
掄,loen4
掂,dim1
掂,dim6
搵,wan3
搵,wan2
攥,dzaan6
朔,sok8
榷,kok8
毗,pei4
沏,tsai3
沏,tsit8
漱,sau3
漣,lin4
漉,luk9
熒,jing4
爿,tsoeng4
爿,baan6
犢,duk9
狙,dzoey1
瑕,ha4
疵,tsi1
疵,tsi4
癩,laai3
皙,sik7
睪,jik9
磡,ham3
祺,kei4
秸,gaai1
篾,mit9
缽,but8
羲,hei1
胱,gwong1
臻,dzoen1
芍,dzoek8
芍,tsoek8
訛,ngo4
豋,dang1
豚,tyn4
豸,dzi6
豸,dzaai6
趵,paau3
趵,baau3
軒,hin1
軼,jat9
軼,dit9
逵,kwai4
酚,fan1
醺,fan1
鐸,dok9
鐸,nok9
鑊,wok9
闔,hap9
靚,dzing6
靚,leng3
靼,daat8
餞,dzin3
黐,tsi1
齜,dzi1
齜,tsi1
亟,gik7
亟,kei3
伉,kong3
佰,baak8
倌,gun1
僂,lau4
儷,lai6
叱,tsik7
咿,ji1
唁,jin6
徬,pong4
悖,bui6
悖,bui3
悖,but9
愴,tsong3
憩,hei3
拮,git8
擤,sang3
曙,tsy5
杆,gon1
杈,tsa1
杈,tsa3
柩,gau6
桉,on1
桉,on3
榖,guk7
沓,daap9
淇,kei4
淥,luk9
渲,syn3
渲,syn1
渲,hyn1
滇,tin4
滇,din1
漪,ji1
漪,ji2
滬,wu6
潦,lou5
潦,liu4
潦,liu2
疹,tsan2
疹,dzan2
痹,bei3
矜,ging1
矜,kan4
矜,gwaan1
糜,mei4
綺,ji2
緲,miu5
縹,piu5
縹,piu1
腆,tin2
腌,jim1
膾,kui2
薔,tsoeng4
薔,sik7
蚱,dza3
蚱,dzaak8
袒,taan2
裘,kau4
裱,biu2
誹,fei2
蹺,hiu1
蹺,kiu3
轅,jyn4
轆,luk7
轆,luk9
迺,naai5
遨,ngou4
遨,ngou6
醞,wan2
醞,wan3
醞,wan5
銖,sy4
銖,dzy1
鉻,gok8
鉻,lok9
銓,tsyn4
鐙,dang3
鐙,dang1
鐳,loey4
鐲,dzuk9
隄,tai4
靦,min5
靦,tin2
顱,lou4
餚,ngaau4
鶯,ang1
鶴,hok9
麟,loen4
亙,gang2
仄,dzak7
佯,joeng4
侃,hon2
佼,gaau2
侷,guk9
儺,no4
嗖,sau1
坍,taan1
堿,gaan2
夭,jiu1
夭,jiu2
娓,mei5
媲,pei3
媲,bei2
孺,jy4
孺,jy6
寐,mei6
幔,maan6
弭,mai5
弭,mei5
彥,jin6
徭,jiu4
忖,tsyn2
恙,joeng6
悽,tsai1
戌,soet7
捅,tung2
掖,jik9
掖,jat9
掇,dzyt8
搐,tsuk7
搧,sin3
擘,maak8
攫,fok8
桷,gok8
洼,wa1
渤,but9
渝,jy4
琦,kei4
痙,ging6
盅,dzung1
睿,joey6
硃,dzy1
稞,fo1
稞,fo3
竅,hiu3
竅,kiu3
竺,dzuk7
紉,jan6
繆,mau4
繆,mau6
繆,miu6
繕,sin6
羈,gei1
耒,loey6
耒,loey5
耒,loi6
芸,wan4
莒,goey2
萃,soey6
蒿,hou1
蓓,pui5
蓓,pui4
虱,sat7
蛞,kut8
蛞,fut8
蜷,kyn4
蝨,sat7
蝓,jy4
螃,pong4
螃,bong2
裨,bei1
裨,pei4
訢,jan1
賒,se1
踮,dim2
踮,dim3
蹶,gwai3
蹶,kyt8
轍,tsit8
酗,jy3
酗,hoey3
鉆,dzyn3
鉆,dzyn1
錙,dzi1
錨,maau4
錨,naau4
鏝,maan6
鏝,maan4
鞘,tsiu3
鞘,saau1
頡,kit8
頡,git8
飭,tsik7
騍,fo3
髣,fong2
髭,dzi1
鬨,hung6
鬨,hong6
鬨,hung3
亢,kong3
亢,gong1
佚,jat9
倏,suk7
剃,tai3
咨,dzi1
咻,hoey2
咻,jau1
啐,tsoey3
啐,soey6
喙,fui3
噎,jit8
噙,kam4
嚎,hou4
垠,ngan4
塹,tsim3
壅,jung2
壅,jung1
崢,dzaang1
崢,dzang1
嶙,loen4
嶸,wing4
彗,soey6
彗,wai6
慟,dung6
懣,mun6
懣,mun5
懾,sip8
懾,dzip8
扉,fei1
曖,oi3
曖,oi2
棹,dzaau6
棹,dzoek8
棣,dai6
楷,gaai1
楷,kaai2
櫚,loey4
櫚,loey5
氦,hoi6
氾,faan3
泯,man5
涎,jin4
滸,wu2
炖,dan6
炳,bing2
炷,dzy3
燎,liu4
琛,sam1
畦,kwai4
瘟,wan1
癆,lou4
盂,jy4
眈,daam1
睾,gou1
筴,gaap8
筴,tsaak8
紂,dzau6
耆,kei4
耜,dzi6
耜,tsi5
胤,jan6
腴,jy4
臃,jung2
茴,wui4
蚌,pong5
蛐,kuk7
蜇,dzit8
褒,bou1
貳,ji6
賂,lou6
蹊,hai4
蹊,kai1
迢,tiu4
遁,doen6
遛,lau4
遛,lau6
鄺,kwong3
鉚,maau5
鑾,lyn4
閡,hat9
閡,ngoi6
閡,goi1
閻,jim4
霾,maai4
霾,mai4
靄,oi2
駙,fu6
駢,pin4
駢,ping4
鰾,piu5
鰾,biu1
鴕,to4
鵡,mou5
鶩,mou6
鸚,jing1
傴,jy2
僮,tung4
僮,dzung3
凄,tsai1
剋,hak7
劊,kui2
勳,fan1
匍,pou4
匐,baak9
卯,maau5
啖,daam6
嗟,dze1
嗤,tsi1
嗝,gaak8
塚,tsung2
夙,suk7
妍,jin4
姍,saan1
嫡,dik7
嫵,mou5
嫵,mou4
嫺,haan4
孀,soeng1
孑,kit8
岐,kei4
岬,gaap8
崑,kwan1
崑,gwan1
忡,tsung1
怵,dzoet7
懵,mung5
懵,mung4
摀,wu2
擻,sau2
擻,sau3
杳,miu5
杳,jiu2
杴,hin1
柞,dzaak8
柞,dzok9
柁,to4
楫,dzip8
椿,tsoen1
殆,toi5
殆,doi6
殞,wan5
氤,jan1
氳,wan1
涅,nip9
涸,kok8
渭,wai6
湎,min5
珀,paak8
琥,fu2
癭,jing2
皎,gaau2
盎,ong3
盎,on1
矚,dzuk7
碴,dza1
稷,dzik7
箋,dzin1
簍,lau5
籐,tang4
綹,lau5
繒,dzang1
繒,dzang6
繒,tsang4
纂,dzyn2
罅,la3
羿,ngai6
胛,gaap8
臾,jy4
荼,tou4
荼,sy1
蓆,dzek9
蓆,dzik9
蕎,kiu4
螂,long4
螅,sik7
褓,bou2
覷,tsoey3
詰,kit8
詰,gat7
詼,fui1
譁,wa1
踅,tsi3
踅,dzyt9
踅,jyt9
踹,tsaai2
踹,tsyn2
踹,jaai2
踹,dyn3
蹇,gin2
蹇,hin1
蹇,dzin2
蹚,tong1
蹚,tong2
蹩,bit9
輒,dzip8
輒,dzit8
醃,jim1
醃,jip8
釐,lei4
釐,hei1
釐,hei2
鉸,gaau2
銲,hon6
鎧,hoi2
鏜,tong1
鏜,tong4
隍,wong4
韶,siu4
頜,gap8
頜,hap9
饋,gwai6
饋,gwai3
髯,jim4
髯,jim6
鰍,tsau1
鯷,tai4
鳩,gau1
鳩,kau1
佇,tsy5
倪,ngai4
偃,jin2
剮,wa2
卹,soet7
叵,po2
呶,naau4
咫,dzi2
呲,dzi1
唏,hei1
啷,long1
嗔,tsan1
嗔,dzan1
嘁,tsi1
嘁,tsik7
嚅,jy4
囁,dzip8
囤,tyn4
囤,doen6
圭,gwai1
奚,hai4
妊,jam4
娟,gyn1
嬤,ma1
孿,lyn4
崔,tsoey1
嵩,sung1
巰,kau4
弩,nou5
彆,bit8
悒,jap7
惺,sing1
惺,sing2
愾,koi3
搽,tsa4
摳,kau1
撳,gam6
擄,lou5
攸,jau4
杷,pa4
枇,pei4
樊,faan4
橇,hiu1
橇,tsoey3
毖,bei3
汐,dzik9
泱,joeng1
洒,sa2
洒,sai2
洒,sin2
洒,tsoey1
淙,tsung4
淙,tsung6
淙,dzung1
瀏,lau4
猝,tsyt8
猢,wu4
猻,syn1
痞,pei2
瘁,soey6
皰,paau3
眸,mau4
睒,sim2
矇,mung4
砧,dzam1
磣,tsam2
祉,dzi2
笸,po2
筑,dzuk7
紜,wan4
縴,hin1
縴,hin3
胭,jin1
膘,biu1
舐,saai5
舐,saai2
舢,saan1
芟,saam1
芟,saan1
茉,mut9
苒,jim5
茭,gaau1
葚,sam6
葯,joek8
葯,joek9
蒞,lei6
蕨,kyt8
蜉,fau4
蝣,jau4
螻,lau4
蠱,gu2
袞,gwan2
袞,kwan2
訥,noet9
訥,naap9
訥,nat9
諦,dai3
諳,am1
諳,am2
謫,dzaak9
谿,kai1
踰,jy4
踰,jy6
躅,dzuk9
躑,dzaak9
躡,nip9
迥,gwing2
邸,dai2
醣,tong4
醛,tsyn4
釉,jau6
釉,jau2
鉑,bok9
鏵,wa4
鏵,wa1
雩,jy4
頦,hoi4
頦,hoi5
頦,goi2
颯,saap8
饗,hoeng2
鴦,joeng1
鴛,jyn1
鴛,jin1
黔,kim4
鼾,hon4
齲,goey2
俁,jy5
冀,kei3
匝,dzaap8
咩,me1
嗇,sik7
嗑,haap8
嗑,hap9
嗑,gaap8
嗷,ngou4
嚐,soeng4
嚄,wok9
嚄,o2
囈,ngai6
囫,fat7
囿,jau6
圇,loen4
坤,kwan1
堊,ok8
妺,mut9
婁,lau4
婷,ting4
嫗,jy2
嫣,jin1
孳,dzi1
孱,saan4
孱,tsaan3
廒,ngou4
悻,hang6
愜,hip8
愜,hip9
惻,tsak7
惻,tsaak7
懨,jim1
捫,mun4
捫,mun1
昵,nik7
曇,taam4
杵,tsy2
杵,tsy5
桎,dzat9
楠,naam4
楣,mei4
榛,dzoen1
槎,tsa4
殯,ban3
氅,tsong2
沁,sam3
泅,tsau4
涔,sam4
灸,gau3
猥,wai2
猥,wui1
獃,ngoi4
獃,daai1
獷,gwong2
獺,tsaat8
玀,lo4
痢,lei6
瘴,dzoeng3
癤,dzit8
癲,din1
砷,san1
砥,dai2
砥,dzi1
砥,dzi2
笙,sang1
笙,saang1
籟,laai6
絀,dzyt8
絀,tsoet7
絀,dzoet7
絀,dzyt9
繅,sou1
罄,hing3
肴,ngaau4
舫,fong2
艄,saau1
芹,kan4
苧,ning4
苧,tsy5
莓,mui4
莓,mui2
蛄,gu1
蝎,hit8
