的,dik7
悼,dou6
抉,kyt8
撇,pit8
檐,jim4
檐,sim4
檐,jam4
溺,nik9
溺,niu6
溺,nik7
炯,gwing2
缎,dyn6
腥,sing1
腥,seng1
茸,jung4
茸,jung5
证,dzing3
诧,tsa3
讳,wai5
侥,hiu1
侥,jiu4
刃,jan6
孜,dzi1
岖,koey1
怠,toi5
怠,doi6
悴,soey6
憔,tsiu4
攘,joeng4
攘,joeng5
曳,jai6
楞,ling4
狸,lei4
甄,jan1
甄,dzan1
甭,bang2
甭,bat7
祀,dzi6
粱,loeng4
粤,jyt9
缤,ban1
肋,lak9
肋,laak9
跛,bo2
跛,bei3
跛,bai1
逾,jy4
逾,jy6
颔,ham5
驮,to4
驮,do6
魁,fui1
鹊,tsoek8
鹊,dzoek8
咚,dung1
咪,mei1
咪,miu1
咪,mai1
咪,mai5
唰,tsaat8
孵,fu1
峦,lyn4
搂,lau5
搂,lau4
搂,lau1
涌,tsung1
涌,jung2
涌,jung5
泻,se3
烙,lok8
穆,muk9
肘,dzau2
肘,dzaau2
蔚,wai3
蔚,wat7
蛾,ngo4
蛾,ngai5
釆,bin6
饵,nei6
黯,am2
倔,gwat9
呸,pei1
啾,dzau1
擒,kam4
杏,hang6
橄,gaam3
橄,gam2
榄,laam5
榄,laam2
殉,soen1
殉,soen6
殴,au2
毡,dzin1
瀑,buk9
弥,nei4
弥,mei4
烽,fung1
瞅,tsau2
洼,wa1
篆,syn6
腮,soi1
诣,ngai6
镰,lim4
冯,fung4
冯,pang4
兀,ngat9
乔,kiu4
壼,kwan2
仑,loen4
敝,bai6
汝,jy5
涕,tai3
溯,sou3
潘,pun1
濒,pan4
濒,ban1
瑙,nou5
睹,dou2
睑,gim2
窘,kwan3
篱,lei4
缉,tsap7
胺,on1
胺,aat8
蕴,wan2
蕴,wan5
踼,tong4
踼,dong6
邓,dang6
驯,soen4
驯,tsoen4
斋,dzaai1
伶,ling4
傭,jung4
凶,hung1
勘,ham1
勘,ham3
惘,mong5
揩,haai1
撩,liu1
撩,liu4
撩,liu6
斟,dzam1
氓,man4
氓,mang4
沽,gu1
沥,lik9
沥,lik7
癖,pik7
禾,wo4
窿,lung4
窿,lung1
簸,bo3
簸,bo2
苛,ho1
蕃,faan4
蕃,faan1
褶,dzip8
褶,dzaap9
褶,dip9
诡,gwai2
踞,goey3
踊,jung2
钴,gu2
钴,gu1
雕,diu1
冉,jim5
勋,fan1
咯,gaak8
咯,lok8
坞,wu2
坞,ou3
寝,tsam2
怔,dzing1
惦,dim3
欸,aai2
欸,ei6
欸,oi1
莹,jing4
痴,tsi1
瘪,bit9
磺,wong4
祂,ta1
箕,gei1
簌,tsuk7
弦,jin4
胰,ji4
蕾,loey4
蕾,loey5
镀,dou6
锵,tsoeng1
佐,dzo3
偎,wui1
剔,tik7
啄,doek8
嘟,dou1
惕,tik7
悯,man5
揽,laam5
揽,laam2
橱,tsy4
橱,tsoey4
狈,bui3
琢,doek8
瘫,taan1
瘫,taan2
眺,tiu3
筵,jin4
聆,ling4
脯,pou2
脯,fu2
脯,pou4
茁,dzyt8
蘸,dzaam3
蜒,jin4
躇,tsy4
躇,tsy1
踌,tsau4
迸,bing3
迸,bing2
铭,ming4
靶,ba2
靶,ba3
肮,ong1
偕,gaai1
卦,gwa3
吠,fai6
哮,haau1
呛,tsoeng1
呛,tsoeng3
峭,tsiu3
帛,baak9
恍,fong2
捎,saau1
昭,tsiu1
昭,dziu1
柬,gaan2
榻,taap8
檀,taan4
檬,mung1
檬,mung4
柠,ning4
柠,ling4
炬,goey6
烬,dzoen6
烬,dzoen2
愈,jy6
砝,faat8
脓,nung4
茄,ke4
茄,ke2
茄,ga1
蜓,ting4
蜿,jyn1
蜿,jyn2
蜻,tsing1
诏,dziu3
豺,tsaai4
贻,ji4
酮,tung4
陕,sim2
霍,fok8
馨,hing1
鳄,ngok9
侠,hap9
侠,haap9
啻,tsi3
堕,do6
堕,fai1
憎,dzang1
抨,ping1
抨,ping4
棠,tong4
枣,dzou2
淆,ngaau4
湃,paai3
湃,baai3
熏,fan1
犀,sai1
畴,tsau4
稜,ling4
窥,kwai1
笆,ba1
檐,jim4
檐,sim4
檐,jam4
绊,bun6
彩,tsoi2
绎,jik9
荆,ging1
虔,kin4
谕,jy6
豌,wun1
豌,wun2
账,dzoeng3
賸,sing6
雁,ngaan6
亥,hoi6
匿,nik7
吭,haang1
吭,hong4
咆,paau4
呱,gwa1
呱,gu1
嚥,jin3
坎,ham2
坎,ham3
坎,ham1
妃,fei1
婪,laam4
彭,paang4
扼,ak7
扼,aak7
拙,dzyt8
拙,dzyt9
揣,tsoey2
揣,tsyn2
杉,tsaam3
椭,to5
椭,to2
沐,muk9
泞,ning6
潇,siu1
泸,lou4
琉,lau4
砰,ping1
砰,ping4
砰,paang1
窦,dau6
窦,dau3
芜,mou4
蚩,tsi1
蜀,suk9
谭,taam4
豔,jim6
饷,hoeng2
驿,jik9
鲍,baau1
鲍,baau6
佃,din6
佃,tin4
俸,fung2
俸,fung6
咁,gam2
咁,gam3
嘀,dik9
嘀,dik7
坪,ping4
垛,do2
孽,jip9
孽,jit9
徙,saai2
怦,ping1
擂,loey4
晾,long6
毋,mou4
淌,tong2
沧,tsong1
瀚,hon6
炫,jyn6
炫,jyn4
瑟,sat7
眷,gyn3
筛,sai1
紊,man6
紊,loen6
苞,baau1
谆,dzoen1
谆,doen1
谘,dzi1
迂,jy1
迂,jy4
锭,ding3
锭,ding2
锭,ding6
雏,tso4
雏,tso1
驹,koey1
俟,dzi6
俟,kei4
叩,kau3
吕,loey5
嚣,hiu1
壹,jat7
娥,ngo4
嬉,hei1
庇,bei3
挎,kwa3
挎,fu1
捻,nim2
捻,nip9
捻,nin2
泵,bam1
涵,haam4
渖,sam2
牡,maau5
狞,ning4
瘤,lau4
矗,tsuk7
秽,wai3
茧,gaan2
茧,gin2
菇,gu1
咏,wing6
谏,gaan3
赎,suk9
遏,aat8
遏,kit8
酋,jau4
铀,jau4
铀,jau2
隘,aai3
鸽,gap8
鸽,gaap8
黴,mei4
俨,jim5
几,gei2
几,gei1
刿,gwai3
勺,tsoek8
勺,soek8
勺,dzoek8
咋,dza3
咋,dza1
咋,dzaak8
喔,ak7
喔,o1
啧,dzaak8
啧,dzik7
嘈,tsou4
噹,dong1
奎,fui1
奎,kwai1
孢,baau1
恬,tim4
恬,tim5
惴,dzoey3
惴,tsyn2
憋,bit8
揍,dzau3
揍,tsau3
枷,ga1
栗,loet9
汲,kap7
湘,soeng1
涧,gaan3
痰,taam4
眩,jyn6
瞌,hap9
瞌,hap7
绞,gaau2
苔,toi4
苔,toi1
蛀,dzy3
钧,gwan1
钧,kwan1
雍,jung1
雍,jung3
颚,ngok9
馁,noey5
馋,tsaam4
鴃,kyt8
丞,sing4
丞,tsing2
冕,min5
嚓,tsaat8
悍,hon6
悍,hon5
怅,tsoeng3
怅,dzoeng3
搔,sou1
攒,dzaan2
攒,tsyn4
桅,wai4
桅,ngai4
椰,je4
淮,waai4
猖,tsoeng1
疙,ngat9
疙,gat9
疙,gat7
绰,tsoek8
芯,sam1
褔,fu3
魅,mei6
魅,mui6
叽,gei1
噬,sai6
峙,tsi5
峙,si6
彬,ban1
懦,no6
揄,jy4
撬,giu6
撬,hiu3
栩,hoey2
桀,git9
梧,ng4
浦,pou2
淳,soen4
溴,tsau3
瘩,daap8
磋,tso1
缄,gaam1
缄,dzin1
缆,laam6
茵,jan1
萎,wai2
萎,wai1
蚜,nga4
蜥,sik7
跺,do2
迭,dit9
骇,haai5
俐,lei6
凰,wong4
咂,sap7
咂,dzaap8
唧,dzik7
唧,dzek7
哽,gang2
呗,baai6
喀,ka3
喀,haak7
圳,dzan3
嫉,dzat9
屎,si2
屎,hei1
帚,dzau2
惋,jyn2
惋,wun2
捂,wu2
捂,ng6
斐,fei2
晦,fui3
梆,bong1
椒,dziu1
槐,waai4
樵,tsiu4
槛,laam6
槛,haam5
熨,wan6
熨,wat7
狩,sau3
狩,sau2
猾,waat9
疚,gau3
硅,gwai1
祠,tsi4
窖,gaau3
绚,hyn3
谒,jit8
踝,wa5
锢,gu3
隅,jy4
霹,pik7
韁,goeng1
鹑,soen4
鹑,tsoen1
鹌,am1
冗,jung2
删,saan1
匣,haap9
哉,dzoi1
喁,jung4
喁,jy4
噗,pok8
奄,jim1
奄,jim2
妓,gei6
姥,lou5
姥,mou5
崛,gwat9
恃,tsi5
恃,si5
憬,ging2
惫,baai6
惫,bei6
戎,jung4
捍,hon6
捍,hon2
捍,hon5
棘,gik7
氟,fat7
漓,lei4
烷,jyn4
烷,jyn2
狡,gaau2
痼,gu3
绥,soey1
绶,sau6
绉,dzau3
翡,fei2
翡,fei6
耙,pa4
蝠,fuk7
蝙,bin1
蝙,pin1
褪,tan3
褪,toey3
赁,jam6
锰,maang5
钨,wu1
鲫,dzik7
俏,tsiu3
傀,faai3
傀,gwai1
儡,loey5
喳,dza1
喳,tsa1
奸,gaan1
媾,gau3
峨,ngo4
岳,ngok9
巅,din1
彪,biu1
悸,gwai3
悸,gwai6
挪,no4
捶,tsoey4
桐,tung4
榆,jy4
蒙,mung4
甬,jung2
矢,tsi2
箫,siu1
耿,gang2
肛,gong1
舔,tim2
舷,jin4
荚,gaap8
蒲,pou4
蒜,syn3
藕,ngau5
衍,jin5
衍,hin2
衍,jin2
裔,joey6
贿,kui2
贿,fui2
蹂,jau4
蹂,jau5
躏,loen6
陛,bai6
雹,bok9
雳,lik9
雳,lik7
靡,mei4
靡,mei5
饪,jam6
饪,jam5
凫,fu4
伎,gei6
凋,diu1
嗒,taap8
嗒,daap8
嗒,daap7
嘧,mat9
堰,jin2
憧,tsung1
揖,jap7
殃,joeng1
汛,soen3
沌,doen6
沌,tsyn5
淞,sung1
炙,dzek8
炙,dzik8
焕,wun6
熹,hei1
痊,tsyn4
癥,dzing1
盹,doen6
睫,dzit9
硌,gok8
硌,lok9
硌,lok8
砚,jin6
禧,hei1
舀,jiu5
蜴,jik9
褛,loey5
褛,lau1
褛,lau5
褴,laam4
诛,dzy1
赈,dzan3
蹋,daap9
锑,tai1
铛,tsang1
铛,dong1
陨,wan5
飕,sau1
鹏,paang4
乍,dza3
咎,gau3
咎,gou1
唬,fu2
垣,wun4
垢,gau3
妆,dzong1
妾,tsip8
侄,dzat9
娼,tsoeng1
崽,dzoi2
弗,fat7
徇,soen1
徇,soen6
戮,luk9
戳,tsoek8
斓,laan4
烯,hei1
疋,pat7
疋,nga5
疋,so1
痹,bei3
竽,jy4
笋,soen2
糶,tiu3
绽,dzaan6
臀,tyn4
蓉,jung4
诫,gaai3
诲,fui3
辍,dzyt8
辍,dzyt9
酣,ham4
酯,dzi2
锹,tsiu1
陇,lung5
馑,gan2
馑,gan6
骏,dzoen3
鬃,dzung1
佬,lou5
佬,lou2
倭,wo1
倭,wai1
叼,diu1
噩,ngok9
寥,liu4
栗,loet9
拄,dzy2
抿,man5
撺,tsyn3
樱,jing1
湍,toen1
湍,tsyn2
瓢,piu4
痪,wun6
瘠,dzik8
瘠,dzek8
癈,fai3
祯,dzing1
箩,lo4
蕊,joey5
蕊,joey6
薛,sit8
薰,fan1
踉,long4
踉,loeng4
踉,loeng6
跄,tsoeng1
蹭,sang3
蹭,tsang3
遽,goey6
釁,jan6
釁,jan3
镍,nip9
镍,nip7
鎚,tsoey4
升,sing1
顸,hon1
顸,hon4
馅,haam2
馅,haam6
鹄,huk9
鹄,guk7
齣,tsoet7
夫,fu1
僭,dzim3
僭,tsim3
匡,hong1
呃,aak7
呃,ak7
吮,syn5
嗳,oi2
囡,naam4
坳,aau3
壑,kok8
嫦,soeng4
岨,dzoey1
岨,dzoey2
惚,fat7
拗,aau3
拗,aau2
拎,ling1
掣,dzai3
掣,tsit8
搪,tong4
撅,kyt8
朴,pok8
朴,piu4
柑,gam1
柑,kim4
柜,gwai6
柜,goey2
桓,wun4
梵,faan6
梵,faan4
栈,dzaan6
栈,dzaan2
棱,ling4
桠,a1
槌,tsoey4
桦,wa4
桦,wa6
滓,dzi2
渍,dzi3
澹,daam6
澹,taam4
狰,dzang1
狰,dzaang1
瞰,ham3
秆,gon2
筲,saau1
籽,dzi2
纍,loey4
纍,loey5
纍,loey6
荀,soen1
菠,bo1
蛹,jung2
诅,dzo3
诅,dzo2
赘,dzoey6
赘,dzoey3
闽,man5
闽,man4
鞑,taat8
驭,jy6
骧,soeng1
鲧,gwan2
鲧,kwan2
冽,lit9
嘤,ang1
嘤,jing1
圃,pou2
圃,bou2
姬,gei1
岩,ngaam4
惆,tsau4
扈,wu6
摒,bing3
摒,bing2
撂,loek9
朕,dzam6
梓,dzi2
沮,dzoey2
沮,dzoey1
沮,dzoey3
淦,gam3
淦,gaam3
熠,jap7
燿,jiu6
畸,gei1
畸,kei1
痲,ma4
疡,joeng4
皓,hou6
皓,gou2
皑,ngoi4
皑,ngoi2
皑,ji4
睦,muk9
秉,bing2
穹,kung4
窠,fo1
窠,wo1
篙,gou1
粟,suk7
糠,hong1
纥,gat7
纥,hat9
缨,jing1
翟,dik9
翟,dzaak9
翩,pin1
耘,wan4
膺,jing1
臼,kau3
臼,kau5
荤,fan1
蛤,ha4
蛤,gap8
蝟,wai6
蟆,ma4
蛰,dzat9
蛰,dzik9
蝎,hit8
蝎,kit8
襄,soeng1
雠,tsau4
雠,sau4
辊,gwan2
辊,kwan2
铡,dzaap9
铡,dzaat8
枪,tsoeng1
镊,nip9
鞍,on1
颟,mun4
颟,mun1
鲨,sa1
鳗,maan4
鳗,maan6
丏,min5
侄,dzat9
唷,jo1
嗐,haai6
嘎,ga1
嘎,ga2
嘎,ga4
唠,lou4
嘹,liu4
嚏,tai3
嚏,dai3
囔,nong4
圩,wai4
圩,hoey1
嫔,pan4
嫔,ban3
寰,waan4
峒,tung4
峒,dung6
岚,laam4
徨,wong4
忿,fan5
忿,fan6
掸,daan6
掸,sin6
撵,lin5
敛,lim5
橹,lou5
浞,dzok9
浞,dzuk7
煦,hoey2
煦,hoey3
煦,jy2
煦,jy3
煽,sin3
牍,duk9
牟,mau4
琪,kei4
瑜,jy4
祟,soey6
笠,lap7
绯,fei1
缣,gim1
羔,gou1
翱,ngou4
翱,ngou6
聂,nip9
芥,gaai3
蚪,dau2
蛆,tsoey1
蛆,dzoey1
蝌,fo1
蝈,gwok8
蠔,hou4
讪,saan3
跚,saan1
蹒,pun4
蹒,mun4
轭,aak7
迦,ga1
邃,soey6
邃,soey3
铿,hang1
饺,gaau2
鬓,ban3
鹂,lei4
匕,bei2
匕,bei6
吝,loen6
喏,je5
唢,so2
婢,pei5
宕,dong6
岌,kap7
岌,gap9
岌,ngap9
幌,fong2
庵,am1
彤,tung4
恣,dzi3
恣,dzi1
恣,tsi3
恣,tsi1
怂,sung2
惮,daan6
拽,jai6
掐,haap8
掰,baai1
掰,maak8
撷,kit8
撷,git8
旭,juk7
暨,kei3
柿,tsi5
柿,tsi2
楝,lin6
湄,mei4
毁,wai2
獗,kyt8
琵,pei4
琶,pa4
瑶,jiu4
甕,ung3
痘,dau6
疟,joek9
皖,wun5
卢,lou4
碉,diu1
筏,fat9
箍,fu1
箍,ku1
萦,jing4
胯,kwa3
胯,kwa1
胯,fu3
臊,sou1
臊,sou3
芋,wu6
茬,tsa4
莠,jau5
萍,ping4
蒐,sau1
薇,mei4
藓,sin2
蛟,gaau1
蛔,wui4
螟,ming4
褥,juk9
谤,pong3
谤,bong3
赦,se3
踵,dzung2
踵,dung2
遐,ha4
铮,dzaang1
铮,dzang1
铮,tsaang1
陀,to4
亨,hang1
亨,hoeng2
亨,paang1
仆,buk9
仆,fu6
仆,puk7
吒,dza1
吒,dza3
喋,dip9
噤,gam3
咛,ning4
埂,gang2
塾,suk9
峪,juk9
峪,jy6
弘,wang4
汇,wai6
汇,wui6
恿,jung2
憨,ham1
戈,gwo1
戾,loey6
拷,haau1
拷,haau2
捱,ngaai4
捺,naat9
搥,tsoey4
栓,saan1
湛,dzaam3
湛,tsam4
湛,daam1
燧,soey6
畿,gei1
睬,tsoi2
瞟,piu5
磊,loey5
矾,faan4
困,kwan2
缭,liu4
羚,ling4
羹,gang1
翎,ling4
耷,daap8
耷,dap7
胫,ging3
胫,hing5
腑,fu2
舛,tsyn2
苯,bun2
藐,miu5
藐,mok9
蜕,toey3
蜕,soey3
讣,fu6
谚,jin6
蹙,tsuk7
蹙,dzuk7
邑,jap7
郁,juk7
郁,wat7
酪,lok8
酪,lou6
酪,lok9
扣,kau3
刨,paau4
铐,kaau3
铐,kau3
镂,lau6
闾,loey4
闾,loey5
阱,dzing6
霄,siu1
霓,ngai4
靖,dzing6
蓦,mak9
髻,gai3
卤,lou5
黍,sy2
么,mo1
么,jiu1
兮,hai4
冼,sin2
刁,diu1
啜,dzyt8
啜,tsyt8
唛,mak7
噘,kyt8
哒,daat9
苏,sou1
巳,dzi6
恁,jam6
戊,mou6
拈,nim1
拈,nin2
捋,lyt8
抡,loen4
掂,dim1
掂,dim6
搵,wan3
搵,wan2
攥,dzaan6
朔,sok8
榷,kok8
毗,pei4
沏,tsai3
沏,tsit8
漱,sau3
涟,lin4
漉,luk9
荧,jing4
爿,tsoeng4
爿,baan6
犊,duk9
狙,dzoey1
瑕,ha4
疵,tsi1
疵,tsi4
癞,laai3
皙,sik7
睾,jik9
磡,ham3
祺,kei4
秸,gaai1
篾,mit9
钵,but8
羲,hei1
胱,gwong1
臻,dzoen1
芍,dzoek8
芍,tsoek8
讹,ngo4
豋,dang1
豚,tyn4
豸,dzi6
豸,dzaai6
趵,paau3
趵,baau3
轩,hin1
轶,jat9
轶,dit9
逵,kwai4
酚,fan1
醺,fan1
铎,dok9
铎,nok9
镬,wok9
阖,hap9
靓,dzing6
靓,leng3
靼,daat8
饯,dzin3
黐,tsi1
龇,dzi1
龇,tsi1
亟,gik7
亟,kei3
伉,kong3
佰,baak8
倌,gun1
偻,lau4
俪,lai6
叱,tsik7
咿,ji1
唁,jin6
徬,pong4
悖,bui6
悖,bui3
悖,but9
怆,tsong3
憩,hei3
拮,git8
擤,sang3
曙,tsy5
杆,gon1
杈,tsa1
杈,tsa3
柩,gau6
桉,on1
桉,on3
榖,guk7
沓,daap9
淇,kei4
渌,luk9
渲,syn3
渲,syn1
渲,hyn1
滇,tin4
滇,din1
漪,ji1
漪,ji2
沪,wu6
潦,lou5
潦,liu4
潦,liu2
疹,tsan2
疹,dzan2
痹,bei3
矜,ging1
矜,kan4
矜,gwaan1
糜,mei4
绮,ji2
缈,miu5
缥,piu5
缥,piu1
腆,tin2
腌,jim1
脍,kui2
蔷,tsoeng4
蔷,sik7
蚱,dza3
蚱,dzaak8
袒,taan2
裘,kau4
裱,biu2
诽,fei2
跷,hiu1
跷,kiu3
辕,jyn4
辘,luk7
辘,luk9
迺,naai5
遨,ngou4
遨,ngou6
酝,wan2
酝,wan3
酝,wan5
铢,sy4
铢,dzy1
铬,gok8
铬,lok9
铨,tsyn4
镫,dang3
镫,dang1
镭,loey4
镯,dzuk9
堤,tai4
靦,min5
靦,tin2
颅,lou4
肴,ngaau4
莺,ang1
鹤,hok9
麟,loen4
亘,gang2
仄,dzak7
佯,joeng4
侃,hon2
佼,gaau2
局,guk9
傩,no4
嗖,sau1
坍,taan1
堿,gaan2
夭,jiu1
夭,jiu2
娓,mei5
媲,pei3
媲,bei2
孺,jy4
孺,jy6
寐,mei6
幔,maan6
弭,mai5
弭,mei5
彦,jin6
徭,jiu4
忖,tsyn2
恙,joeng6
凄,tsai1
戌,soet7
捅,tung2
掖,jik9
掖,jat9
掇,dzyt8
搐,tsuk7
搧,sin3
擘,maak8
攫,fok8
桷,gok8
洼,wa1
渤,but9
渝,jy4
琦,kei4
痉,ging6
盅,dzung1
睿,joey6
朱,dzy1
稞,fo1
稞,fo3
窍,hiu3
窍,kiu3
竺,dzuk7
纫,jan6
缪,mau4
缪,mau6
缪,miu6
缮,sin6
羁,gei1
耒,loey6
耒,loey5
耒,loi6
芸,wan4
莒,goey2
萃,soey6
蒿,hou1
蓓,pui5
蓓,pui4
虱,sat7
蛞,kut8
蛞,fut8
蜷,kyn4
蝨,sat7
蝓,jy4
螃,pong4
螃,bong2
裨,bei1
裨,pei4
欣,jan1
赊,se1
踮,dim2
踮,dim3
蹶,gwai3
蹶,kyt8
辙,tsit8
酗,jy3
酗,hoey3
鉆,dzyn3
鉆,dzyn1
锱,dzi1
锚,maau4
锚,naau4
镘,maan6
镘,maan4
鞘,tsiu3
鞘,saau1
颉,kit8
颉,git8
饬,tsik7
骒,fo3
髣,fong2
髭,dzi1
哄,hung6
哄,hong6
哄,hung3
亢,kong3
亢,gong1
佚,jat9
倏,suk7
剃,tai3
咨,dzi1
咻,hoey2
咻,jau1
啐,tsoey3
啐,soey6
喙,fui3
噎,jit8
噙,kam4
嚎,hou4
垠,ngan4
堑,tsim3
壅,jung2
壅,jung1
峥,dzaang1
峥,dzang1
嶙,loen4
嵘,wing4
彗,soey6
彗,wai6
恸,dung6
懑,mun6
懑,mun5
慑,sip8
慑,dzip8
扉,fei1
暧,oi3
暧,oi2
棹,dzaau6
棹,dzoek8
棣,dai6
楷,gaai1
楷,kaai2
榈,loey4
榈,loey5
氦,hoi6
氾,faan3
泯,man5
涎,jin4
浒,wu2
炖,dan6
炳,bing2
炷,dzy3
燎,liu4
琛,sam1
畦,kwai4
瘟,wan1
痨,lou4
盂,jy4
眈,daam1
睾,gou1
筴,gaap8
筴,tsaak8
纣,dzau6
耆,kei4
耜,dzi6
耜,tsi5
胤,jan6
腴,jy4
臃,jung2
茴,wui4
蚌,pong5
蛐,kuk7
蜇,dzit8
褒,bou1
贰,ji6
赂,lou6
蹊,hai4
蹊,kai1
迢,tiu4
遁,doen6
遛,lau4
遛,lau6
邝,kwong3
铆,maau5
銮,lyn4
阂,hat9
阂,ngoi6
阂,goi1
阎,jim4
霾,maai4
霾,mai4
霭,oi2
驸,fu6
骈,pin4
骈,ping4
鳔,piu5
鳔,biu1
鸵,to4
鹉,mou5
鶩,mou6
鹦,jing1
伛,jy2
僮,tung4
僮,dzung3
凄,tsai1
克,hak7
刽,kui2
勋,fan1
匍,pou4
匐,baak9
卯,maau5
啖,daam6
嗟,dze1
嗤,tsi1
嗝,gaak8
冢,tsung2
夙,suk7
妍,jin4
姗,saan1
嫡,dik7
妩,mou5
妩,mou4
嫺,haan4
孀,soeng1
孑,kit8
岐,kei4
岬,gaap8
昆,kwan1
昆,gwan1
忡,tsung1
怵,dzoet7
懵,mung5
懵,mung4
捂,wu2
擞,sau2
擞,sau3
杳,miu5
杳,jiu2
杴,hin1
柞,dzaak8
柞,dzok9
柁,to4
楫,dzip8
椿,tsoen1
殆,toi5
殆,doi6
殒,wan5
氤,jan1
氲,wan1
涅,nip9
涸,kok8
渭,wai6
湎,min5
珀,paak8
琥,fu2
瘿,jing2
皎,gaau2
盎,ong3
盎,on1
瞩,dzuk7
碴,dza1
稷,dzik7
笺,dzin1
篓,lau5
籐,tang4
绺,lau5
缯,dzang1
缯,dzang6
缯,tsang4
纂,dzyn2
罅,la3
羿,ngai6
胛,gaap8
臾,jy4
荼,tou4
荼,sy1
席,dzek9
席,dzik9
荞,kiu4
螂,long4
螅,sik7
褓,bou2
觑,tsoey3
诘,kit8
诘,gat7
诙,fui1
哗,wa1
踅,tsi3
踅,dzyt9
踅,jyt9
踹,tsaai2
踹,tsyn2
踹,jaai2
踹,dyn3
蹇,gin2
蹇,hin1
蹇,dzin2
蹚,tong1
蹚,tong2
蹩,bit9
辄,dzip8
辄,dzit8
腌,jim1
腌,jip8
釐,lei4
釐,hei1
釐,hei2
铰,gaau2
焊,hon6
铠,hoi2
镗,tong1
镗,tong4
隍,wong4
韶,siu4
颌,gap8
颌,hap9
馈,gwai6
馈,gwai3
髯,jim4
髯,jim6
鳅,tsau1
鯷,tai4
鸠,gau1
鸠,kau1
伫,tsy5
倪,ngai4
偃,jin2
剐,wa2
恤,soet7
叵,po2
呶,naau4
咫,dzi2
呲,dzi1
唏,hei1
啷,long1
嗔,tsan1
嗔,dzan1
嘁,tsi1
嘁,tsik7
嚅,jy4
嗫,dzip8
囤,tyn4
囤,doen6
圭,gwai1
奚,hai4
妊,jam4
娟,gyn1
嬷,ma1
孪,lyn4
崔,tsoey1
嵩,sung1
巰,kau4
弩,nou5
彆,bit8
悒,jap7
惺,sing1
惺,sing2
忾,koi3
搽,tsa4
抠,kau1
揿,gam6
掳,lou5
攸,jau4
杷,pa4
枇,pei4
樊,faan4
橇,hiu1
橇,tsoey3
毖,bei3
汐,dzik9
泱,joeng1
洒,sa2
洒,sai2
洒,sin2
洒,tsoey1
淙,tsung4
淙,tsung6
淙,dzung1
浏,lau4
猝,tsyt8
猢,wu4
狲,syn1
痞,pei2
瘁,soey6
皰,paau3
眸,mau4
睒,sim2
蒙,mung4
砧,dzam1
碜,tsam2
祉,dzi2
笸,po2
筑,dzuk7
纭,wan4
纤,hin1
纤,hin3
胭,jin1
膘,biu1
舐,saai5
舐,saai2
舢,saan1
芟,saam1
芟,saan1
茉,mut9
苒,jim5
茭,gaau1
葚,sam6
葯,joek8
葯,joek9
莅,lei6
蕨,kyt8
蜉,fau4
蝣,jau4
蝼,lau4
蛊,gu2
衮,gwan2
衮,kwan2
讷,noet9
讷,naap9
讷,nat9
谛,dai3
谙,am1
谙,am2
谪,dzaak9
溪,kai1
逾,jy4
逾,jy6
躅,dzuk9
踯,dzaak9
蹑,nip9
迥,gwing2
邸,dai2
醣,tong4
醛,tsyn4
釉,jau6
釉,jau2
铂,bok9
铧,wa4
铧,wa1
雩,jy4
颏,hoi4
颏,hoi5
颏,goi2
飒,saap8
飨,hoeng2
鸯,joeng1
鸳,jyn1
鸳,jin1
黔,kim4
鼾,hon4
龋,goey2
俣,jy5
冀,kei3
匝,dzaap8
咩,me1
啬,sik7
嗑,haap8
嗑,hap9
嗑,gaap8
嗷,ngou4
尝,soeng4
嚄,wok9
嚄,o2
呓,ngai6
囫,fat7
囿,jau6
囵,loen4
坤,kwan1
垩,ok8
妺,mut9
娄,lau4
婷,ting4
妪,jy2
嫣,jin1
孳,dzi1
孱,saan4
孱,tsaan3
廒,ngou4
悻,hang6
惬,hip8
惬,hip9
恻,tsak7
恻,tsaak7
恹,jim1
扪,mun4
扪,mun1
昵,nik7
昙,taam4
杵,tsy2
杵,tsy5
桎,dzat9
楠,naam4
楣,mei4
榛,dzoen1
槎,tsa4
殡,ban3
氅,tsong2
沁,sam3
泅,tsau4
涔,sam4
灸,gau3
猥,wai2
猥,wui1
呆,ngoi4
呆,daai1
犷,gwong2
獭,tsaat8
猡,lo4
痢,lei6
瘴,dzoeng3
疖,dzit8
癫,din1
砷,san1
砥,dai2
砥,dzi1
砥,dzi2
笙,sang1
笙,saang1
籁,laai6
绌,dzyt8
绌,tsoet7
绌,dzoet7
绌,dzyt9
缫,sou1
罄,hing3
肴,ngaau4
舫,fong2
艄,saau1
芹,kan4
苎,ning4
苎,tsy5
莓,mui4
莓,mui2
蛄,gu1
蝎,hit8
蝎,hot8
蟑,dzoeng1
蟒,mong5
亵,sit8
裆,dong1
诋,dai2
诿,wai2
谄,tsim2
谀,jy4
赡,sim6
赡,sin6
趄,dzoey1
迤,ji5
迤,ji4
逍,siu1
迩,ji5
钐,saam1
钐,sin3
钐,saam3
钛,taai3
钼,muk9
镏,lau4
镏,lau6
镖,biu1
钁,kyt8
钁,gwok8
饨,tan4
饨,tan1
饨,tyn4
馄,wan4
馍,mo4
鬣,lip9
鹞,jiu6
鹞,jiu2
鹞,jiu4
鹬,wat9
鹬,loet9
龊,tsuk7
龌,ak7
龛,ham1
仃,ding1
仨,saam1
侉,kwa2
偌,je6
剌,laat9
剌,la1
铲,tsaan2
劾,hat9
